,Price,Case material,Bracelet material,Shape,Crystal,Clasp
2566,15654375.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2567,122090512.5,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
2568,1327218.75,steel,Leather,Circular,Mineral Glass,Buckle
2569,6819862.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2570,10542881.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2571,14470087.5,steel,Rubber,Circular,Sapphire crystal,Buckle
2572,1681143.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
2573,38639081.25,steel,Rubber,Circular,Sapphire crystal,Buckle
2574,27238612.5,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
2575,10236600.0,steel,Silicon,Circular,Sapphire crystal,Fold clasp
2579,6309393.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
2580,21038118.75,steel,Textile,Circular,Sapphire crystal,Buckle
2581,2205225.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
2582,51727500.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2584,4791600.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
2585,3757050.0,steel,Leather,Circular,Mineral Glass,Buckle
2586,35065800.0,steel,Animal skin,Circular,Mineral Glass,Buckle
2587,185538375.0,Platinum,Leather,Circular,Sapphire crystal,Buckle
2588,148035937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
2589,121797843.75,gold,Leather,Circular,Sapphire crystal,Fold clasp
2590,11012512.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2591,25489406.25,Titanium,Textile,Circular,Plexiglass,Fold clasp
2592,125235000.0,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
2594,9229275.0,steel,Leather,Circular,Sapphire crystal,Buckle
2595,206617331.25,Silver,Leather,Rectangular,Sapphire crystal,Fold clasp
2596,28586250.0,steel,Leather,Circular,Sapphire crystal,Buckle
2597,10175343.75,steel,gold,Rectangular,Sapphire crystal,Fold clasp
2598,149737500.0,Ceramic,Rubber,Circular,Sapphire crystal,Fold clasp
2600,9957543.75,steel,Leather,Rectangular,Plexiglass,Buckle
2601,619368750.0,gold,Rubber,Circular,Sapphire crystal,Fold clasp
2602,4764375.0,steel,Leather,Circular,Sapphire crystal,Buckle
2603,58608618.75,steel,Leather,Circular,Sapphire crystal,Buckle
2604,26680500.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
2606,10263825.0,Titanium,Leather,Circular,Sapphire crystal,Buckle
2607,8473781.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2608,71125312.5,steel,Leather,Circular,Sapphire crystal,Buckle
2609,1027743.75,steel,Leather,Circular,Mineral Glass,Buckle
2610,11441306.25,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
2611,30594093.75,steel,Leather,Circular,Sapphire crystal,Buckle
2612,2688468.75,steel,Leather,Rectangular,Plexiglass,Buckle
2613,6574837.5,steel,Rubber,Circular,Sapphire crystal,Jewelry clasp
2614,3872756.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
2615,14701500.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2616,2504700.0,steel,Leather,Circular,Sapphire crystal,Buckle
2617,9229275.0,steel,Leather,Circular,Plexiglass,Buckle
2618,351883125.0,gold,Leather,Circular,Sapphire crystal,Buckle
2619,25775268.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2620,1667531.25,steel,Rubber,Rectangular,Mineral Glass,Buckle
2621,13210931.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
2622,13353862.5,Ceramic,Leather,Circular,Sapphire crystal,Buckle
2623,5009400.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2624,2130356.25,steel,Steel,Circular,Mineral Glass,Fold clasp
2626,47351081.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2627,728268.75,steel,Silicon,Circular,Glass,Buckle
2628,3321450.0,gold,Leather,Rectangular,Sapphire crystal,Double-fold clasp
2630,57512812.5,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
2631,51305512.5,Bronze,Leather,Rectangular,Sapphire crystal,Fold clasp
2632,14837625.0,Plastic,Rubber,Circular,Sapphire crystal,Buckle
2633,3246581.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2634,11999418.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
2635,605756.25,Plastic,Rubber,Circular,Mineral Glass,Buckle
2637,13816687.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2638,1762818.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2640,6636093.75,steel,Silicon,Circular,Sapphire crystal,Buckle
2641,20418750.0,steel,Leather,Circular,Sapphire crystal,Buckle
2642,102086943.75,gold,Leather,Circular,Sapphire crystal,Fold clasp
2643,12183187.5,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
2644,497087662.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
2645,3137681.25,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
2646,14687887.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2647,3137681.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
2648,44580937.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2649,59860968.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2650,22875806.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2651,129318750.0,gold,Leather,Circular,Sapphire crystal,Buckle
2652,3607312.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2653,11910937.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
2654,20411943.75,steel,Leather,Circular,Sapphire crystal,Buckle
2655,32846962.5,steel,Steel,Circular,Sapphire crystal,Buckle
2656,1272768.75,steel,Ceramic,Circular,Sapphire crystal,Fold clasp
2657,2354962.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
2658,7827187.5,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
2659,10209375.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2661,19704093.75,steel,Rubber,Circular,Sapphire crystal,Buckle
2663,8119856.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
2664,132871612.5,Titanium,Titanium,Rectangular,Sapphire crystal,Double-fold clasp
2665,96172312.5,gold,Leather,Circular,Sapphire crystal,Buckle
2667,46132762.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
2668,61181381.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2669,1756012.5,steel,Animal skin,Circular,Mineral Glass,Fold clasp
2670,49107093.75,gold,Leather,Rectangular,Sapphire crystal,Buckle
2671,5363325.0,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
2672,25012968.75,Titanium,Rubber,Circular,Sapphire crystal,"Fold clasp, hidden"
2674,5091075.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2675,16532381.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
2676,8405718.75,steel,Leather,Rectangular,Plexiglass,Buckle
2677,17662218.75,steel,Steel,Circular,Plexiglass,Fold clasp
2680,7677450.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
2681,40020750.0,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
2682,1177481250.0,Titanium,Rubber,Rectangular,Sapphire crystal,Buckle
2683,8725612.5,steel,Leather,Circular,Sapphire crystal,Buckle
2684,15647568.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2685,17008818.75,Titanium,Titanium,Circular,Sapphire crystal,Double-fold clasp
2686,20078437.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
2687,1510987.5,steel,Leather,Circular,Mineral Glass,Buckle
2689,22120312.5,steel,Textile,Circular,Sapphire crystal,Buckle
2690,8405718.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2691,12523500.0,steel,Leather,Circular,Sapphire crystal,Buckle
2692,13360668.75,gold,Animal skin,Rectangular,Plastic,Buckle
2693,107538750.0,Titanium,Animal skin,Circular,Sapphire crystal,Fold clasp
2694,2130356.25,steel,Animal skin,Circular,Mineral Glass,Buckle
2695,36066318.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
2697,40497187.5,steel,Steel,Circular,Sapphire crystal,Buckle
2699,16906725.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
2700,15314062.5,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
2701,9419850.0,gold,Leather,Circular,Sapphire crystal,Double-fold clasp
2702,1837687.5,steel,Leather,Rectangular,Plexiglass,Buckle
2703,109920937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
2704,1912556.25,steel,Leather,Circular,Sapphire crystal,Buckle
2705,3267000.0,steel,Steel,Rectangular,Plexiglass,Fold clasp
2706,29260068.75,steel,gold,Rectangular,Sapphire crystal,Buckle
2707,13612500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
2708,25094643.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
2709,5866987.5,steel,Leather,Circular,Mineral Glass,Buckle
2710,15143906.25,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
2711,8398912.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2712,6309393.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2713,68062500.0,Titanium,Textile,Circular,Sapphire crystal,Buckle
2714,87766593.75,gold,Leather,Circular,Sapphire crystal,Fold clasp
2715,35283600.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2716,1089000.0,Plastic,Rubber,Circular,Mineral Glass,Buckle
2717,17641800.0,steel,Titanium,Circular,Sapphire crystal,Fold clasp
2719,803137.5,steel,Animal skin,Circular,Mineral Glass,Buckle
2720,2804175.0,steel,Steel,Circular,Mineral Glass,Fold clasp
2721,33690937.5,steel,Rubber,Circular,Sapphire crystal,Buckle
2722,12475856.25,steel,Leather,Circular,Sapphire crystal,Buckle
2723,22460625.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2724,1810462.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
2726,5342906.25,steel,Leather,Rectangular,Plastic,Buckle
2728,6568031.25,steel,Leather,Circular,Sapphire crystal,Buckle
2729,24305118.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
2731,1837687.5,steel,Steel,Circular,Mineral Glass,Double-fold clasp
2732,12217218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2733,26884687.5,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
2734,31138593.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2736,15048618.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2737,980100.0,steel,Animal skin,Circular,Mineral Glass,Buckle
2738,26503537.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
2739,11230312.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2740,2579568.75,steel,Animal skin,Circular,Mineral Glass,Buckle
2741,22147537.5,gold,Leather,Circular,Plexiglass,Buckle
2742,17015625.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2743,3321450.0,Ceramic,Textile,Circular,Plexiglass,Fold clasp
2744,206685393.75,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
2745,19894668.75,steel,Leather,Circular,Sapphire crystal,Buckle
2746,28790437.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2747,30634931.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2748,7010437.5,steel,Leather,Circular,Plexiglass,Buckle
2749,2103131.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2750,2552343.75,steel,Leather,Circular,Sapphire crystal,Buckle
2752,98690625.0,gold,Leather,Circular,Sapphire crystal,Buckle
2753,31989375.0,steel,Textile,Circular,Sapphire crystal,Buckle
2754,334731375.0,gold,Rubber,Circular,Sapphire crystal,Buckle
2756,16607250.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
2757,8848125.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2759,22072668.75,steel,gold,Circular,Sapphire crystal,Fold clasp
2761,19561162.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2762,144292500.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
2764,9528750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2765,1291145625.0,Titanium,Animal skin,Circular,Sapphire crystal,Double-fold clasp
2766,5070656.25,steel,Leather,Circular,Mineral Glass,Buckle
2769,8290012.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2770,13285800.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
2771,25836525.0,Titanium,Leather,Circular,Sapphire crystal,Double-fold clasp
2773,1905750.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
2774,14762756.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
2775,4390031.25,Carbon,Textile,Circular,Mineral Glass,Buckle
2776,4464900.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2777,36542756.25,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
2778,17355937.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2781,11060156.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2783,64659375.0,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
2784,33214500.0,steel,Leather,Circular,Plexiglass,Buckle
2785,2327737.5,Aluminum,Leather,Circular,Plexiglass,Buckle
2786,2382187.5,steel,Steel,Circular,Plexiglass,Fold clasp
2787,10753875.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2788,5826150.0,steel,Leather,Circular,Sapphire crystal,Buckle
2789,9521943.75,gold,Animal skin,Rectangular,Plexiglass,Buckle
2790,5009400.0,steel,Leather,Circular,Sapphire crystal,Buckle
2792,24284700.0,Titanium,Steel,Circular,Sapphire crystal,Fold clasp
2793,2205225.0,steel,Rubber,Circular,Sapphire crystal,Buckle
2795,213375937.5,steel,Textile,Circular,Sapphire crystal,Buckle
2796,6642900.0,steel,gold,Circular,Sapphire crystal,Double-fold clasp
2797,534290625.0,gold,gold,Circular,Sapphire crystal,Double-fold clasp
2798,6949181.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2799,44859993.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
2800,39476250.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
2801,8848125.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2802,10468012.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
2804,442406.25,steel,Leather,Rectangular,Mineral Glass,Buckle
2805,11073768.75,steel,Leather,Circular,Plexiglass,Buckle
2806,8854931.25,steel,Rubber,Circular,Sapphire crystal,Buckle
2807,103346100.0,Titanium,Animal skin,Circular,Sapphire crystal,Double-fold clasp
2808,2041875.0,steel,Leather,Circular,Plastic,Buckle
2809,5730862.5,steel,Leather,Circular,Sapphire crystal,Buckle
2810,3539250.0,steel,Leather,Rectangular,Mineral Glass,Buckle
2811,9229275.0,steel,Rubber,Rectangular,Sapphire crystal,Jewelry clasp
2813,76230000.0,steel,gold,Circular,Sapphire crystal,Fold clasp
2814,2579568.75,steel,Leather,Rectangular,Mineral Glass,Buckle
2815,2851818.75,steel,Silicon,Circular,Sapphire crystal,Buckle
2816,161988750.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
2817,59214375.0,Titanium,Rubber,Circular,Sapphire crystal,Double-fold clasp
2818,17682637.5,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
2819,5152331.25,steel,Rubber,Circular,Sapphire crystal,Buckle
2820,10549687.5,steel,Steel,Circular,Sapphire crystal,Buckle
2821,578497218.75,gold,Rubber,Circular,Sapphire crystal,Fold clasp
2822,83369756.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
2823,26537568.75,steel,Leather,Circular,Sapphire crystal,Buckle
2824,503662.5,steel,Steel,Circular,Mineral Glass,Fold clasp
2825,17709862.5,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
2826,1953393.75,steel,Leather,Circular,Mineral Glass,Double-fold clasp
2827,4430868.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
2828,194876550.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
2829,81334687.5,steel,Leather,Circular,Sapphire crystal,Buckle
2830,159885618.75,steel,Textile,Rectangular,Sapphire crystal,Buckle
2831,5866987.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
2834,79633125.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
2835,10209375.0,steel,Rubber,Circular,Sapphire crystal,Buckle
2836,3981656.25,steel,Leather,Circular,Sapphire crystal,"Fold clasp, hidden"
2837,10331887.5,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
2840,14633437.5,steel,Rubber,Circular,Sapphire crystal,Buckle
2842,3539250.0,steel,Steel,Circular,Sapphire crystal,Buckle
2843,14939718.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2844,33146437.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2845,2028262.5,steel,Leather,Rectangular,Plexiglass,Buckle
2846,595546875.0,gold,Leather,Circular,Sapphire crystal,Buckle
2847,1313606.25,steel,Steel,Circular,Mineral Glass,Buckle
2848,11066962.5,steel,Textile,Rectangular,Plexiglass,Buckle
2849,1361250.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
2850,10855968.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2851,1953393.75,steel,Steel,Rectangular,Sapphire crystal,Buckle
2854,3321450.0,steel,Silicon,Circular,Sapphire crystal,Buckle
2856,39816562.5,steel,Textile,Circular,Sapphire crystal,Fold clasp
2857,28790437.5,steel,Textile,Circular,Plexiglass,Buckle
2858,71234212.5,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
2859,1735593.75,steel,Leather,Rectangular,Mineral Glass,Buckle
2860,44751093.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
2861,29157975.0,steel,Steel,Circular,Plexiglass,Fold clasp
2862,2715693.75,steel,Steel,Circular,Plexiglass,Fold clasp
2863,39122325.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2864,3232968.75,steel,Leather,Circular,Mineral Glass,Fold clasp
2865,14755950.0,steel,Leather,Circular,Sapphire crystal,Buckle
2866,12965906.25,steel,Textile,Circular,Sapphire crystal,Buckle
2867,12761718.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
2868,14395218.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
2869,735075.0,steel,Silicon,Circular,Sapphire crystal,Buckle
2870,23821875.0,Titanium,Leather,Rectangular,Sapphire crystal,Buckle
2872,3981656.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
2873,3498412.5,steel,Rubber,Circular,Plexiglass,Buckle
2874,115365937.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2875,11733975.0,gold,Leather,Rectangular,Plexiglass,"Fold clasp, hidden"
2876,2395800.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
2877,8854931.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
2878,1912556.25,steel,gold,Rectangular,Mineral Glass,Jewelry clasp
2879,67722187.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
2880,16675312.5,steel,Leather,Circular,Sapphire crystal,Buckle
2881,30634931.25,steel,Textile,Circular,Plexiglass,Buckle
2882,3164906.25,steel,Steel,Circular,Mineral Glass,Fold clasp
2883,119313562.5,gold,Leather,Circular,Sapphire crystal,Buckle
2884,7105725.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
2885,1497375.0,steel,Steel,Circular,Plexiglass,Buckle
2889,1803656.25,steel,Steel,Circular,Mineral Glass,Fold clasp
2891,5234006.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
2892,235496250.0,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
2893,25959037.5,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
2894,9964350.0,steel,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
2895,73745718.75,steel,Leather,Circular,Sapphire crystal,Buckle
2898,56485068.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2899,47636943.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2900,35358468.75,steel,gold,Circular,Sapphire crystal,"Fold clasp, hidden"
2901,1334025.0,Plastic,Textile,Circular,Mineral Glass,Buckle
2902,2429831.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
2903,339972187.5,gold,Leather,Circular,Sapphire crystal,Buckle
2904,20303043.75,steel,Leather,Circular,Sapphire crystal,Buckle
2905,44240625.0,steel,Leather,Circular,Sapphire crystal,Buckle
2906,3369093.75,steel,Textile,Circular,Sapphire crystal,Buckle
2907,1905750.0,steel,Leather,Circular,Plexiglass,Buckle
2908,3137681.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2909,71234212.5,steel,Steel,Circular,Plexiglass,Fold clasp
2910,59302856.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
2911,54109687.5,steel,gold,Circular,Sapphire crystal,Fold clasp
2912,65340000.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
2913,12047062.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
2915,6350231.25,steel,Leather,Circular,Sapphire crystal,Buckle
2916,57819093.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
2917,20418750.0,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
2918,68062500.0,Titanium,Rubber,Rectangular,Sapphire crystal,Buckle
